0. loanContract_id, 1. principal, 2. startingPrincipal, 3. duration, 4. payment, 5. yearlyInterestRate (%), 6. isNonPerforming, 7. nNonPerformingPeriods, 8. adjustedFirstWageForFirstMember, 9. year_of_issuance, 10. -, 11. nMonthsInterestPeriod, 12. periodOfLastInterestCalculation
5234,1684264.8500499665,3.36852970009993E7,228,1403632.0874509045,5.0,0,0,481218.52858570433,2017,0.0,240,-1
5235,1315898.5009940774,2.6317970019881524E7,228,1096643.060483651,5.0,0,0,375971.0002840218,2017,0.0,240,-1
5236,845035.457671474,1.6900709153429464E7,228,704235.3721187337,5.0,0,0,241438.7021918495,2017,0.0,240,-1
5237,1643534.7318285776,3.2870694636571523E7,228,1369688.4349074732,5.0,0,0,469581.35195102176,2017,0.0,240,-1
5238,1381406.2646859086,2.7628125293718148E7,228,1151235.8990697425,5.0,0,0,394687.50419597357,2017,0.0,240,-1
5239,1426656.3271255086,2.8533126542510144E7,228,1188946.3812409374,5.0,0,0,407616.09346443065,2017,0.0,240,-1
5240,539774.3005465693,1.0795486010931376E7,228,449836.92927276617,5.0,0,0,154221.2287275911,2017,0.0,240,-1
5241,1434780.9057189682,2.869561811437934E7,228,1195717.2398802177,5.0,0,0,409937.4016339906,2017,0.0,240,-1
5242,1829878.0820981322,3.659756164196261E7,228,1524983.1949410215,5.0,0,0,522822.3091708945,2017,0.0,240,-1
5243,939234.1651070976,1.8784683302141935E7,228,782738.6599770054,5.0,0,0,268352.61860202765,2017,0.0,240,-1
5244,577775.0076086323,1.1555500152172636E7,228,481505.9460408543,5.0,0,0,165078.57360246623,2017,0.0,240,-1
5245,1839038.4053564765,3.67807681071295E7,228,1532617.2221288797,5.0,0,0,525439.5443875643,2017,0.0,240,-1
5246,764140.6370487378,1.5282812740974743E7,228,636819.2730822377,5.0,0,0,218325.8962996392,2017,0.0,240,-1
5247,712403.3125498354,1.4248066250996696E7,228,593702.4385871375,5.0,0,0,203543.80358566708,2017,0.0,240,-1
5248,911867.9775601788,1.823735955120356E7,228,759932.2355889913,5.0,0,0,260533.70787433663,2017,0.0,240,-1
5249,864526.8624617666,1.7290537249235317E7,228,720479.1126399097,5.0,0,0,247007.67498907595,2017,0.0,240,-1
5250,1143322.8457812844,2.286645691562567E7,228,952822.0176337964,5.0,0,0,326663.67022322386,2017,0.0,240,-1
5251,450999.17833979544,9019983.5667959,228,375853.5470908567,5.0,0,0,128856.90809708432,2017,0.0,240,-1
5252,1007056.9382982594,2.014113876596517E7,228,839260.7804191648,5.0,0,0,287730.5537995025,2017,0.0,240,-1
5253,1111205.4344462662,2.2224108688925304E7,228,926056.0199260407,5.0,0,0,317487.2669846472,2017,0.0,240,-1
5254,325984.8703675842,6519697.407351678,228,271669.1641803784,5.0,0,0,93138.53439073828,2017,0.0,240,-1
5255,1934145.0807269963,3.868290161453989E7,228,1611877.1920064662,5.0,0,0,552612.8802077128,2017,0.0,240,-1
5256,1094994.8022148805,2.189989604429759E7,228,912546.4085622674,5.0,0,0,312855.6577756799,2017,0.0,240,-1
5257,820641.8495630209,1.6412836991260404E7,228,683906.2350066509,5.0,0,0,234469.09987514865,2017,0.0,240,-1
5258,2490199.0823565973,4.98039816471319E7,228,2075281.293219901,5.0,0,0,711485.4521018843,2017,0.0,240,-1
5259,1972318.3605119884,3.944636721023973E7,228,1643690.0273736983,5.0,0,0,563519.5315748533,2017,0.0,240,-1
5260,857549.7458784947,1.715099491756988E7,228,714664.5255137366,5.0,0,0,245014.21310814115,2017,0.0,240,-1
5261,784801.6428161389,1.5696032856322765E7,228,654037.7352815005,5.0,0,0,224229.04080461097,2017,0.0,240,-1
5262,896014.0567306018,1.792028113461202E7,228,746719.9002560771,5.0,0,0,256004.01620874315,2017,0.0,240,-1
5263,1174428.3514667219,2.348856702933442E7,228,978744.7137437173,5.0,0,0,335550.9575619203,2017,0.0,240,-1
5264,623950.4139124329,1.2479008278248645E7,228,519987.59097761963,5.0,0,0,178271.5468321235,2017,0.0,240,-1
5265,483896.33336355793,9677926.66727115,228,403269.3673377911,5.0,0,0,138256.09524673072,2017,0.0,240,-1
5266,791359.2097725788,1.5827184195451561E7,228,659502.6782774869,5.0,0,0,226102.63136359374,2017,0.0,240,-1
5267,603153.9816770835,1.206307963354166E7,228,502656.267112986,5.0,0,0,172329.70905059518,2017,0.0,240,-1
5268,657353.6304357531,1.3147072608715052E7,228,547825.1525908136,5.0,0,0,187815.3229816436,2017,0.0,240,-1
5269,624820.4828746147,1.2496409657492282E7,228,520712.6887635037,5.0,0,0,178520.13796417546,2017,0.0,240,-1
5270,745952.598630862,1.4919051972617226E7,228,621661.7316003485,5.0,0,0,213129.3138945318,2017,0.0,240,-1
5271,1350921.815771446,2.7018436315428898E7,228,1125830.7790475988,5.0,0,0,385977.66164898424,2017,0.0,240,-1
5272,1762479.8232633339,3.5249596465266645E7,228,1468814.8561337148,5.0,0,0,503565.66378952353,2017,0.0,240,-1
5273,2424369.2731017997,4.8487385462035954E7,228,2020420.0684083372,5.0,0,0,692676.9351719422,2017,0.0,240,-1
5274,1218256.5572605056,2.436513114521009E7,228,1015270.2494905039,5.0,0,0,348073.3020744299,2017,0.0,240,-1
5275,1029320.158246752,2.0586403164935023E7,228,857814.4953463357,5.0,0,0,294091.47378478607,2017,0.0,240,-1
5276,873874.1449692583,1.747748289938515E7,228,728268.9478654056,5.0,0,0,249678.3271340736,2017,0.0,240,-1
5277,740687.5237841496,1.4813750475682978E7,228,617273.9252541809,5.0,0,0,211625.00679547113,2017,0.0,240,-1
5278,1110490.4524018299,2.220980904803658E7,228,925460.1684247211,5.0,0,0,317282.9864005226,2017,0.0,240,-1
5279,2760045.457708381,5.520090915416758E7,228,2300165.7768655987,5.0,0,0,788584.4164881083,2017,0.0,240,-1
5280,1267115.4823877253,2.5342309647754483E7,228,1055988.28446279,5.0,0,0,362032.99496792123,2017,0.0,240,-1
5281,1289130.3162410804,2.5782606324821584E7,228,1074334.9994675904,5.0,0,0,368322.9474974512,2017,0.0,240,-1
5282,1794096.1309014396,3.588192261802876E7,228,1495163.244207151,5.0,0,0,512598.8945432681,2017,0.0,240,-1
5283,435765.4383112468,8715308.766224928,228,363158.0578301732,5.0,0,0,124504.41094607042,2017,0.0,240,-1
5284,1230381.6666576439,2.4607633333152857E7,228,1025375.069176773,5.0,0,0,351537.6190450408,2017,0.0,240,-1
5285,829322.3845373292,1.6586447690746568E7,228,691140.4163919701,5.0,0,0,236949.252724951,2017,0.0,240,-1
5286,1110962.5498682496,2.221925099736497E7,228,925853.6048562012,5.0,0,0,317417.87139092817,2017,0.0,240,-1
5287,483422.7634010326,9668455.268020643,228,402874.7037579902,5.0,0,0,138120.78954315203,2017,0.0,240,-1
5288,855375.643382727,1.7107512867654525E7,228,712852.6726900099,5.0,0,0,244393.04096649322,2017,0.0,240,-1
5289,3095195.2472185125,6.1903904944370195E7,228,2579472.798350302,5.0,0,0,884341.4992052886,2017,0.0,240,-1
5290,1471687.4889698396,2.9433749779396765E7,228,1226474.4361059563,5.0,0,0,420482.1397056681,2017,0.0,240,-1
5291,1588174.549374148,3.176349098748293E7,228,1323552.3842395104,5.0,0,0,453764.1569640419,2017,0.0,240,-1
5292,1533227.938722324,3.0664558774446454E7,228,1277760.9959045441,5.0,0,0,438065.1253492351,2017,0.0,240,-1
5293,2180580.2207782282,4.361160441556453E7,228,1817251.2280680186,5.0,0,0,623022.9202223505,2017,0.0,240,-1
5294,1180071.8786061832,2.3601437572123643E7,228,983447.9145372936,5.0,0,0,337163.39388748066,2017,0.0,240,-1
5295,568072.9496129577,1.1361458992259143E7,228,473420.4481355607,5.0,0,0,162306.55703227347,2017,0.0,240,-1
5296,652079.903943988,1.304159807887975E7,228,543430.1361395341,5.0,0,0,186308.54398399644,2017,0.0,240,-1
5297,768542.0240353768,1.5370840480707524E7,228,640487.2995233003,5.0,0,0,219583.43543867895,2017,0.0,240,-1
5298,835472.3190172686,1.6709446380345358E7,228,696265.6467685986,5.0,0,0,238706.37686207655,2017,0.0,240,-1
5299,1351158.2014158338,2.702316402831665E7,228,1126027.7780382654,5.0,0,0,386045.20040452364,2017,0.0,240,-1
5300,1022527.7076398536,2.0450554152797054E7,228,852153.8050908898,5.0,0,0,292150.7736113865,2017,0.0,240,-1
5301,446813.7142741593,8936274.285483178,228,372365.4664227686,5.0,0,0,127661.06122118827,2017,0.0,240,-1
5302,800815.9720188057,1.60163194403761E7,228,667383.7516916858,5.0,0,0,228804.56343394428,2017,0.0,240,-1
5303,1533153.8203343402,3.066307640668678E7,228,1277699.2271467142,5.0,0,0,438043.94866695406,2017,0.0,240,-1
5304,1235635.5624268695,2.471271124853737E7,228,1029753.5591070169,5.0,0,0,353038.7321219625,2017,0.0,240,-1
5305,2233274.6541161966,4.4665493082323894E7,228,1861165.6976130076,5.0,0,0,638078.4726046271,2017,0.0,240,-1
5306,2659020.6351465182,5.318041270293032E7,228,2215973.743425811,5.0,0,0,759720.1814704331,2017,0.0,240,-1
5307,862313.6927390613,1.724627385478121E7,228,718634.7019834314,5.0,0,0,246375.34078258873,2017,0.0,240,-1
5308,2120114.6848069876,4.2402293696139716E7,228,1766860.4795633326,5.0,0,0,605747.052801996,2017,0.0,240,-1
5309,1712162.7944715724,3.424325588943142E7,228,1426881.6672084623,5.0,0,0,489189.36984902027,2017,0.0,240,-1
5310,340094.53570946923,6801890.714189379,228,283427.87244795053,5.0,0,0,97169.86734556255,2017,0.0,240,-1
5311,2754069.799831294,5.508139599662583E7,228,2295185.785067005,5.0,0,0,786877.0856660834,2017,0.0,240,-1
5312,1639528.5136351371,3.2790570272702713E7,228,1366349.734105473,5.0,0,0,468436.7181814674,2017,0.0,240,-1
5313,947954.2303160912,1.8959084606321808E7,228,790005.785056321,5.0,0,0,270844.0658045972,2017,0.0,240,-1
5314,879791.1795923403,1.759582359184679E7,228,733200.0842358342,5.0,0,0,251368.9084549542,2017,0.0,240,-1
5315,1610049.190486802,3.2200983809736013E7,228,1341782.2654641191,5.0,0,0,460014.0544248002,2017,0.0,240,-1
5316,1075539.948623697,2.151079897247392E7,228,896333.1290673979,5.0,0,0,307297.1281781989,2017,0.0,240,-1
5317,579012.308628687,1.158024617257373E7,228,482537.0875584921,5.0,0,0,165432.08817962473,2017,0.0,240,-1
5318,588312.717563293,1.176625435126585E7,228,490287.85930121463,5.0,0,0,168089.34787522643,2017,0.0,240,-1
5319,588664.1810604447,1.1773283621208884E7,228,490580.76183501456,5.0,0,0,168189.76601726978,2017,0.0,240,-1
5320,2134709.714558742,4.269419429117481E7,228,1779023.680663359,5.0,0,0,609917.0613024973,2017,0.0,240,-1
5321,3231642.2372349463,6.463284474469887E7,228,2693184.94606714,5.0,0,0,923326.3534956981,2017,0.0,240,-1
5322,446182.86972495896,8923657.394499172,228,371839.7333995895,5.0,0,0,127480.81992141675,2017,0.0,240,-1
5323,326755.1595855278,6535103.191710549,228,272311.1075557869,5.0,0,0,93358.61702443642,2017,0.0,240,-1
5324,1058612.9503703373,2.117225900740673E7,228,882226.5128235596,5.0,0,0,302460.8429629533,2017,0.0,240,-1
5325,2269186.421324633,4.5383728426492624E7,228,1891093.8343721007,5.0,0,0,648338.9775213232,2017,0.0,240,-1
5326,346048.1905571774,6920963.811143542,228,288389.5273691483,5.0,0,0,98870.91158776489,2017,0.0,240,-1
5327,1852797.019996756,3.705594039993509E7,228,1544083.3718780687,5.0,0,0,529370.5771419299,2017,0.0,240,-1
5328,3180629.8915848723,6.361259783169739E7,228,2650672.2942069196,5.0,0,0,908751.3975956771,2017,0.0,240,-1
5329,2060639.82398322,4.121279647966436E7,228,1717295.3395876093,5.0,0,0,588754.2354237767,2017,0.0,240,-1
5330,1244041.31210073,2.4880826242014576E7,228,1036758.7400089162,5.0,0,0,355440.37488592253,2017,0.0,240,-1
5331,723166.4761093137,1.446332952218626E7,228,602672.2402986188,5.0,0,0,206618.99317408947,2017,0.0,240,-1
5332,1132407.618193918,2.2648152363878336E7,228,943725.4888527069,5.0,0,0,323545.03376969055,2017,0.0,240,-1
5333,1724176.8011865932,3.4483536023731835E7,228,1436893.8961780057,5.0,0,0,492621.94319616916,2017,0.0,240,-1
5334,729283.2212552615,1.4585664425105216E7,228,607769.811358988,5.0,0,0,208366.63464436025,2017,0.0,240,-1
5335,1179390.66148978,2.3587813229795583E7,228,982880.2020406066,5.0,0,0,336968.7604256512,2017,0.0,240,-1
5336,662806.2202588258,1.3256124405176504E7,228,552369.2301063811,5.0,0,0,189373.20578823576,2017,0.0,240,-1
5337,1651310.4278433465,3.3026208556866903E7,228,1376168.5418979328,5.0,0,0,471802.9793838129,2017,0.0,240,-1
5338,834885.1493347556,1.6697702986695098E7,228,695776.3114914721,5.0,0,0,238538.61409564427,2017,0.0,240,-1
5339,1295312.9258656132,2.590625851731224E7,228,1079487.4606454864,5.0,0,0,370089.40739017486,2017,0.0,240,-1
5340,166632.45254579055,3332649.050915808,228,138868.09856357984,5.0,0,0,47609.27215594011,2017,0.0,240,-1
5341,1178101.0113288134,2.3562020226576246E7,228,981805.4338131123,5.0,0,0,336600.28895108926,2017,0.0,240,-1
5342,771672.5500361117,1.543345100072222E7,228,643096.2162534097,5.0,0,0,220477.87143888886,2017,0.0,240,-1
5343,1276182.6097524788,2.5523652195049554E7,228,1063544.6440874625,5.0,0,0,364623.60278642224,2017,0.0,240,-1
5344,294294.07122590905,5885881.424518175,228,245258.69640216805,5.0,0,0,84084.02035025966,2017,0.0,240,-1
5345,685003.0669513583,1.3700061339027155E7,228,570867.6309113038,5.0,0,0,195715.16198610223,2017,0.0,240,-1
5346,1946263.4882438339,3.892526976487664E7,228,1621976.4264819317,5.0,0,0,556075.2823553807,2017,0.0,240,-1
5347,927710.1657590505,1.8554203315180995E7,228,773134.7931859825,5.0,0,0,265060.0473597285,2017,0.0,240,-1
5348,2332515.030960994,4.665030061921983E7,228,1943870.6102672997,5.0,0,0,666432.8659888548,2017,0.0,240,-1
5349,1288626.908311458,2.5772538166229136E7,228,1073915.4695325722,5.0,0,0,368179.1166604163,2017,0.0,240,-1
5350,432783.6924360591,8655673.848721175,228,360673.1314322176,5.0,0,0,123652.48355315965,2017,0.0,240,-1
5351,1584775.0721176825,3.1695501442353625E7,228,1320719.3290002511,5.0,0,0,452792.877747909,2017,0.0,240,-1
5352,798925.184191627,1.5978503683832526E7,228,665808.0075533985,5.0,0,0,228264.3383404647,2017,0.0,240,-1
5353,1200563.3706571935,2.4011267413143847E7,228,1000525.1074512762,5.0,0,0,343018.105902055,2017,0.0,240,-1
5354,1861124.2232999934,3.7222484465999834E7,228,1551023.0938314206,5.0,0,0,531749.778085712,2017,0.0,240,-1
5355,2453263.1206832007,4.906526241366397E7,228,2044499.613614049,5.0,0,0,700932.3201951996,2017,0.0,240,-1
5356,284070.54393317073,5681410.8786634095,228,236738.6165853911,5.0,0,0,81163.01255233442,2017,0.0,240,-1
5357,542022.1230482835,1.0840442460965661E7,228,451710.21885083144,5.0,0,0,154863.46372808088,2017,0.0,240,-1
5358,607321.9800651247,1.2146439601302482E7,228,506129.7922404175,5.0,0,0,173520.5657328926,2017,0.0,240,-1
5359,1524750.2842631324,3.049500568526262E7,228,1270695.8910162663,5.0,0,0,435642.9383608946,2017,0.0,240,-1
5360,1421966.3816001012,2.8439327632002E7,228,1185037.8759796282,5.0,0,0,406276.1090286,2017,0.0,240,-1
5361,860643.0279939646,1.7212860559879277E7,228,717242.4039469787,5.0,0,0,245898.0079982754,2017,0.0,240,-1
5362,1006922.5747958885,2.0138451495917752E7,228,839148.8046076975,5.0,0,0,287692.1642273965,2017,0.0,240,-1
5363,1149568.3611523232,2.2991367223046444E7,228,958026.9031820508,5.0,0,0,328448.1031863778,2017,0.0,240,-1
5364,761628.6199707267,1.523257239941452E7,228,634725.8091149665,5.0,0,0,217608.1771344932,2017,0.0,240,-1
5365,1666357.496366691,3.332714992733379E7,228,1388708.462920931,5.0,0,0,476102.1418190542,2017,0.0,240,-1
5366,1521510.3293073897,3.0430206586147767E7,228,1267995.7784195798,5.0,0,0,434717.2369449681,2017,0.0,240,-1
5367,860662.7348578483,1.721325469715695E7,228,717258.8272467285,5.0,0,0,245903.6385308136,2017,0.0,240,-1
5368,864240.5400208285,1.7284810800416555E7,228,720240.497338138,5.0,0,0,246925.86857737938,2017,0.0,240,-1
5369,1092445.1963620961,2.1848903927241903E7,228,910421.6188742237,5.0,0,0,312127.1989605986,2017,0.0,240,-1
5370,2115317.637328587,4.2306352746571705E7,228,1762862.717711621,5.0,0,0,604376.4678081672,2017,0.0,240,-1
5371,455063.656001917,9101273.120038332,228,379240.8001497281,5.0,0,0,130018.18742911905,2017,0.0,240,-1
5372,1001947.442010372,2.003894884020742E7,228,835002.6300812429,5.0,0,0,286270.69771724887,2017,0.0,240,-1
5373,437463.39553702774,8749267.910740547,228,364573.10086521273,5.0,0,0,124989.54158200782,2017,0.0,240,-1
5374,269398.60515287163,5387972.103057428,228,224511.32106442118,5.0,0,0,76971.03004367756,2017,0.0,240,-1
5375,411404.1491366537,8228082.982733066,228,342855.85466057376,5.0,0,0,117544.04261047239,2017,0.0,240,-1
5376,893050.102349027,1.7861002046980523E7,228,744249.8009272241,5.0,0,0,255157.17209972176,2017,0.0,240,-1
5377,2818610.8829633747,5.637221765926745E7,228,2348973.011725768,5.0,0,0,805317.3951323922,2017,0.0,240,-1
5378,1514098.340263872,3.028196680527741E7,228,1261818.7774253434,5.0,0,0,432599.52578967734,2017,0.0,240,-1
5379,1185581.923912123,2.371163847824244E7,228,988039.8742842989,5.0,0,0,338737.69254632056,2017,0.0,240,-1
5380,3200470.0468622996,6.4009400937245935E7,228,2667206.6762944986,5.0,0,0,914420.0133892277,2017,0.0,240,-1
5381,1142691.3778594807,2.285382755718959E7,228,952295.7651045618,5.0,0,0,326483.2508169942,2017,0.0,240,-1
5382,2862587.5063324817,5.725175012664958E7,228,2385622.235662722,5.0,0,0,817882.1446664226,2017,0.0,240,-1
5383,1423280.897598822,2.8465617951976415E7,228,1186133.3668908216,5.0,0,0,406651.6850282345,2017,0.0,240,-1
5384,976568.6232817975,1.9531372465635933E7,228,813852.4384662068,5.0,0,0,279019.6066519419,2017,0.0,240,-1
5385,1823452.2432566576,3.646904486513312E7,228,1519628.0314782122,5.0,0,0,520986.35521618754,2017,0.0,240,-1
5386,1009836.262399053,2.019672524798104E7,228,841577.0126252717,5.0,0,0,288524.6463997292,2017,0.0,240,-1
5387,1641154.6854656707,3.2823093709313385E7,228,1367704.952651403,5.0,0,0,468901.33870447695,2017,0.0,240,-1
5388,1824747.359805329,3.6494947196106546E7,228,1520707.355282096,5.0,0,0,521356.38851580786,2017,0.0,240,-1
5389,745614.3361101251,1.491228672220249E7,228,621379.8304919365,5.0,0,0,213032.66746003556,2017,0.0,240,-1
5390,990915.2515442637,1.9818305030885257E7,228,825808.6268146902,5.0,0,0,283118.64329836087,2017,0.0,240,-1
5391,994377.0489145275,1.988754097829053E7,228,828693.6183699145,5.0,0,0,284107.7282612933,2017,0.0,240,-1
5392,552663.4890898279,1.1053269781796549E7,228,460578.51698682766,5.0,0,0,157903.854025665,2017,0.0,240,-1
5393,1052597.8421800514,2.105195684360101E7,228,877213.6439359118,5.0,0,0,300742.2406228716,2017,0.0,240,-1
5394,1151387.5719822282,2.3027751439644545E7,228,959542.9965058634,5.0,0,0,328967.8777092078,2017,0.0,240,-1
5395,1648296.0364415727,3.2965920728831425E7,228,1373656.409381755,5.0,0,0,470941.7246975918,2017,0.0,240,-1
5396,830417.829189368,1.6608356583787346E7,228,692053.337696231,5.0,0,0,237262.23691124783,2017,0.0,240,-1
5397,250323.40725975204,5006468.145195036,228,208614.4389104866,5.0,0,0,71520.97350278623,2017,0.0,240,-1
5398,2027931.4105544365,4.0558628211088695E7,228,1690036.8127490967,5.0,0,0,579408.9744441243,2017,0.0,240,-1
5399,1314283.4287712998,2.628566857542597E7,228,1095297.0921251865,5.0,0,0,375509.5510775139,2017,0.0,240,-1
5400,914232.8313282963,1.828465662656591E7,228,761903.0566454068,5.0,0,0,261209.38037951305,2017,0.0,240,-1
5401,1098686.496316456,2.1973729926329102E7,228,915622.9913799111,5.0,0,0,313910.42751898716,2017,0.0,240,-1
5402,170407.3874914505,3408147.749829007,228,142014.05260852166,5.0,0,0,48687.82499755724,2017,0.0,240,-1
5403,785876.4243633645,1.5717528487267276E7,228,654933.4363742599,5.0,0,0,224536.1212466754,2017,0.0,240,-1
5404,979008.8836974361,1.9580177673948705E7,228,815886.1018897621,5.0,0,0,279716.823913553,2017,0.0,240,-1
5405,518017.68971077603,1.0360353794215512E7,228,431705.4120815148,5.0,0,0,148005.05420307873,2017,0.0,240,-1
5406,1233418.1473623412,2.46683629472468E7,228,1027905.6104689647,5.0,0,0,352405.1849606686,2017,0.0,240,-1
5407,1998788.3253474585,3.9975766506949134E7,228,1665749.557972856,5.0,0,0,571082.378670702,2017,0.0,240,-1
5408,1459358.6891612303,2.918717378322458E7,228,1216199.8649714882,5.0,0,0,416959.62547463685,2017,0.0,240,-1
5409,1673233.5011673712,3.3464670023347393E7,228,1394438.785542943,5.0,0,0,478066.7146192485,2017,0.0,240,-1
5410,1109816.9195803623,2.2196338391607225E7,228,924898.859863223,5.0,0,0,317090.54845153185,2017,0.0,240,-1
5411,1945847.973081143,3.891695946162283E7,228,1621630.144592146,5.0,0,0,555956.563737469,2017,0.0,240,-1
5412,2074905.398242142,4.1498107964842804E7,228,1729183.9791772456,5.0,0,0,592830.1137834687,2017,0.0,240,-1
5413,0.0,2891167.2992685065,240,120472.002705562,5.0,0,0,41302.389989550094,2018,0.0,240,-1
5414,1365791.9904307465,2.7315839808614906E7,228,1138223.28032029,5.0,0,0,390226.28298021294,2017,0.0,240,-1
5415,1103882.0307529094,2.207764061505817E7,228,919952.8441618211,5.0,0,0,315394.8659294024,2017,0.0,240,-1
5416,1151413.6946095673,2.3028273892191324E7,228,959564.7665724538,5.0,0,0,328975.34131701896,2017,0.0,240,-1
5417,1139647.4917317657,2.2792949834635295E7,228,949759.0522833683,5.0,0,0,325613.5690662185,2017,0.0,240,-1
5418,632812.3095988939,1.2656246191977866E7,228,527372.9146936554,5.0,0,0,180803.51702825524,2017,0.0,240,-1
5419,1470740.965012652,2.9414819300253015E7,228,1225685.62228145,5.0,0,0,420211.70428932883,2017,0.0,240,-1
5420,1305368.6203593726,2.610737240718743E7,228,1087867.6720193836,5.0,0,0,372962.4629598204,2017,0.0,240,-1
5421,2356339.850838341,4.712679701676677E7,228,1963725.7308301912,5.0,0,0,673239.9573823825,2017,0.0,240,-1
5422,0.0,4.268851990597685E7,240,1778787.2347997474,5.0,0,0,609835.9986568121,2018,0.0,240,-1
5423,510901.4901453443,1.0218029802906876E7,228,425774.9160253583,5.0,0,0,145971.8543272411,2017,0.0,240,-1
5424,1805747.0858674855,3.611494171734968E7,228,1504872.9132293968,5.0,0,0,515927.73881928116,2017,0.0,240,-1
5425,785900.1926491742,1.5718003852983471E7,228,654953.24438048,5.0,0,0,224542.91218547817,2017,0.0,240,-1
5426,910277.5495597632,1.8205550991195247E7,228,758606.805224463,5.0,0,0,260079.2998742178,2017,0.0,240,-1
5427,2610628.4508566204,5.2212569017132364E7,228,2175644.6807792075,5.0,0,0,745893.843101891,2017,0.0,240,-1
5428,2631566.8388438653,5.263133677687726E7,228,2193094.307681723,5.0,0,0,751876.2396696752,2017,0.0,240,-1
5429,836497.601891968,1.6729952037839346E7,228,697120.0966739085,5.0,0,0,238999.3148262764,2017,0.0,240,-1
5430,748766.4498043918,1.4975328996087823E7,228,624006.7379669901,5.0,0,0,213933.2713726832,2017,0.0,240,-1
5431,1494000.8579874851,2.9880017159749676E7,228,1245069.9442479038,5.0,0,0,426857.387996424,2017,0.0,240,-1
5432,1388919.5815987582,2.777839163197514E7,228,1157497.3446504364,5.0,0,0,396834.16617107345,2017,0.0,240,-1
5433,717152.9850756,1.4343059701511987E7,228,597660.719116384,5.0,0,0,204900.85287874268,2017,0.0,240,-1
5434,440597.30522599444,8811946.104519881,228,367184.83749230945,5.0,0,0,125884.94435028404,2017,0.0,240,-1
5435,1278263.8194089648,2.5565276388179272E7,228,1065279.0819073038,5.0,0,0,365218.23411684675,2017,0.0,240,-1
5436,429843.44689708756,8596868.937941743,228,358222.7905708249,5.0,0,0,122812.41339916777,2017,0.0,240,-1
5437,1762843.4982875602,3.525686996575117E7,228,1469117.9355059366,5.0,0,0,503669.57093930244,2017,0.0,240,-1
5438,2243339.1900803554,4.486678380160707E7,228,1869553.277288602,5.0,0,0,640954.0543086726,2017,0.0,240,-1
5439,1219725.4651276045,2.439450930255207E7,228,1016494.4074462483,5.0,0,0,348492.9900364581,2017,0.0,240,-1
5440,1774630.1728596804,3.5492603457193576E7,228,1478940.7104889085,5.0,0,0,507037.1922456226,2017,0.0,240,-1
5441,1868461.5942105455,3.736923188421088E7,228,1557137.9095905183,5.0,0,0,533846.1697744412,2017,0.0,240,-1
5442,916064.0512956652,1.8321281025913287E7,228,763429.1581402539,5.0,0,0,261732.58608447557,2017,0.0,240,-1
5443,302492.1582931007,6049843.165862009,228,252090.81550913936,5.0,0,0,86426.33094088585,2017,0.0,240,-1
5444,356628.1674961376,7132563.3499227455,228,297206.6650749993,5.0,0,0,101893.76214175351,2017,0.0,240,-1
5445,493406.37249977613,9868127.449995514,228,411194.8406290693,5.0,0,0,140973.2492856502,2017,0.0,240,-1
5446,1066672.3185681943,2.1333446371363867E7,228,888943.026444774,5.0,0,0,304763.5195909124,2017,0.0,240,-1
5447,1963291.7967386597,3.926583593477316E7,228,1636167.4726215228,5.0,0,0,560940.5133539024,2017,0.0,240,-1
5448,863335.7691110274,1.7266715382220533E7,228,719486.4796545467,5.0,0,0,246667.36260315045,2017,0.0,240,-1
5449,1113883.631813591,2.22776726362718E7,228,928287.9751682297,5.0,0,0,318252.4662324543,2017,0.0,240,-1
5450,1087291.5858027993,2.1745831716055967E7,228,906126.7045992863,5.0,0,0,310654.73880079953,2017,0.0,240,-1
5451,1874184.3053620686,3.748368610724134E7,228,1561907.1007300548,5.0,0,0,535481.2301034477,2017,0.0,240,-1
5452,834989.4795866583,1.669978959173315E7,228,695863.2582025301,5.0,0,0,238568.42273904503,2017,0.0,240,-1
5453,647752.0421727027,1.2955040843454042E7,228,539823.3841182898,5.0,0,0,185072.01204934347,2017,0.0,240,-1
5454,1288990.4277789532,2.577980855557904E7,228,1074218.4192669764,5.0,0,0,368282.9793654149,2017,0.0,240,-1
5455,1870698.6824559132,3.741397364911823E7,228,1559002.2534575558,5.0,0,0,534485.3378445462,2017,0.0,240,-1
5456,1792660.1891925645,3.585320378385126E7,228,1493966.559577518,5.0,0,0,512188.6254835895,2017,0.0,240,-1
5457,0.0,3.967604638583223E7,240,1653260.525168963,5.0,0,0,566800.6626547461,2018,0.0,240,-1
5458,610415.7404426184,1.2208314808852356E7,228,508708.06924750784,5.0,0,0,174404.49726931937,2017,0.0,240,-1
5459,998662.5342125795,1.9973250684251573E7,228,832265.0546998163,5.0,0,0,285332.15263216535,2017,0.0,240,-1
5460,1537426.6617673568,3.074853323534711E7,228,1281260.1263365264,5.0,0,0,439264.7605049588,2017,0.0,240,-1
5461,744489.3875500911,1.4889787751001809E7,228,620442.3212305228,5.0,0,0,212711.25358574014,2017,0.0,240,-1
5462,2050868.9941787354,4.101737988357467E7,228,1709152.5286548815,5.0,0,0,585962.5697653524,2017,0.0,240,-1
5463,2351500.7320408258,4.703001464081647E7,228,1959692.9075963765,5.0,0,0,671857.352011664,2017,0.0,240,-1
5464,381450.51342892996,7629010.268578593,228,317893.10357428895,5.0,0,0,108985.86097969419,2017,0.0,240,-1
